Time,Close,Open,High,Low,,
Dec 03,135.27,127.04,137.79,127,-,7.28%
Nov 03,126.087,126.96,131.06,124.15,-,-0.38%
Oct 03,126.57,120.85,128.58,119.96,-,4.69%
Sep 03,120.9,120.9,125.31,116.79,-,0.00%
Aug 03,120.9,116.87,121.87,116.67,-,3.87%
Jul 03,116.4,115.48,118.47,113.04,-,0.53%
Jun 03,115.79,119.05,121.69,114.55,-,-2.55%
May 03,118.82,112.58,120.44,111.73,-,5.75%
Apr 03,112.36,112.81,115.71,107.19,-,-0.72%
Mar 03,113.17,121.79,124.18,110.93,-,-7.64%
Feb 03,122.53,118.35,126.27,117.15,-,3.28%
Jan 03,118.64,110.27,120.17,110.27,-,7.58%
Dec 02,110.28,105.38,112.99,104.37,-,4.78%
Nov 02,105.25,105.1,105.91,100.35,-,0.19%
Oct 02,105.05,106.9,107.58,97.93,-,-1.17%
Sep 02,106.29,102.58,107.72,101.03,-,3.59%
Aug 02,102.61,99.34,103.59,95.91,-,3.82%
Jul 02,98.83,99.72,104.58,94.78,-,-0.69%
Jun 02,99.52,97.44,99.83,94.13,-,1.80%
May 02,97.76,98.88,101.76,94.6,-,-1.68%
Apr 02,99.43,100.23,103,93.99,-,-0.16%
Mar 02,99.59,90.58,101.19,90.57,-,10.07%
Feb 02,90.48,88.09,92.07,88.06,-,2.46%
Jan 02,88.31,89.03,92.7,86.66,-,-0.81%
Dec 01,89.03,90.55,91.73,85.38,-,-2.12%
Nov 01,90.96,89.776,92.151,85.67,-,0.61%
Oct 01,90.407,94.88,94.88,90.24,-,-4.94%
Sep 01,95.107,101.351,104.7,93.885,-,-6.96%
Aug 01,102.225,102.29,103.845,101.329,-,-0.34%
Jul 01,102.57,101.54,104.613,101.13,-,0.98%
Jun 01,101.571,106.183,107.195,100.692,-,-4.26%
May 01,106.091,109.376,110.832,106.091,-,-2.41%
Apr 01,108.708,104.925,116.08,104.925,-,3.17%
Mar 01,105.372,110.746,112.34,105.372,-,-4.62%
Feb 01,110.479,113.464,115.294,110.15,-,-0.80%
Jan 01,111.374,111.451,115.55,111.374,-,-2.83%
Dec 00,114.613,110.314,116.091,110.06,-,2.71%
Nov 00,111.59,104.409,112.808,104.409,-,7.48%
Oct 00,103.82,108.377,112.717,103.538,-,-2.95%
Sep 00,106.975,108.417,111.172,106.461,-,-1.10%
Aug 00,108.17,99.636,108.17,99.636,-,9.26%
Jul 00,99.004,102.019,103.126,99.004,-,-5.50%
Jun 00,104.764,103.451,105.75,102.775,-,1.87%
May 00,102.843,98.518,104.875,98.518,-,6.15%
Apr 00,96.882,97.677,97.683,94.628,-,-1.67%
Mar 00,98.524,99.838,102.248,97.005,-,0.47%
Feb 00,98.063,97.549,99.316,96.431,-,1.29%
Jan 00,96.815,92.045,97.65,90.75,-,4.92%
Dec 99,92.273,90.358,93.154,89.725,-,2.43%
Nov 99,90.088,88.823,92.695,88.721,-,1.88%
Oct 99,88.423,92.333,92.333,87.176,-,-4.34%
Sep 99,92.435,88.299,93.129,87.481,-,4.79%
Aug 99,88.211,84.669,88.211,84.669,-,5.35%
Jul 99,83.728,82.052,84.497,80.915,-,1.37%
Jun 99,82.599,77.959,82.599,77.959,-,5.14%
May 99,78.558,84.268,84.365,78.558,-,-6.48%
Apr 99,83.997,80.78,83.997,79.284,-,3.67%
Mar 99,81.023,74.35,81.45,74.35,-,9.14%
Feb 99,74.241,76.785,77.217,74.241,-,-3.82%
Jan 99,77.189,78.187,80.687,76.238,-,-0.79%
Dec 98,77.803,80.581,80.581,76.608,-,-3.76%
Nov 98,80.845,87.372,87.583,80.845,-,-7.56%
Oct 98,87.457,89.291,89.881,87.132,-,-3.31%
Sep 98,90.447,85.747,90.562,85.619,-,7.33%
Aug 98,84.267,88.878,89.598,84.267,-,-6.74%
Jul 98,90.354,96.012,96.012,90.354,-,-6.43%
Jun 98,96.561,98.215,98.22,93.737,-,-2.58%
May 98,99.122,105.633,105.815,98.319,-,-5.31%
Apr 98,104.683,105.445,107.159,104.683,-,-1.72%
