Time,Close,,,,,
Feb 21,"1,777.40","1,858.15","1,874.80","1,759.00",171.90K,-3.94%
Jan 21,"1,850.30","1,901.60","1,962.45","1,803.60",276.17K,-2.36%
Dec 20,"1,895.10","1,780.30","1,912.00","1,778.40",3.69M,6.41%
Nov 20,"1,780.90","1,885.30","1,973.30","1,767.20",1.21M,-5.63%
Oct 20,"1,887.20","1,901.10","1,945.30","1,866.70",110.00K,-0.81%
Sep 20,"1,902.60","1,983.40","2,008.20","1,858.10",59.32K,-4.22%
Aug 20,"1,986.50","2,005.90","2,099.20","1,884.00",79.32K,-0.46%
Jul 20,"1,995.60","1,827.90","2,013.70","1,795.60",67.51K,9.20%
Jun 20,"1,827.50","1,769.00","1,830.50","1,699.50",36.52K,3.23%
May 20,"1,770.30","1,705.60","1,788.40","1,689.20",19.38K,3.75%
Apr 20,"1,706.30","1,587.60","1,789.00","1,587.60",12.78K,6.74%
Mar 20,"1,598.60","1,622.80","1,713.80","1,461.70",12.56K,0.73%
Feb 20,"1,587.00","1,611.20","1,714.00","1,578.50",12.05K,-1.68%
Jan 20,"1,614.10","1,556.80","1,635.20","1,556.80",12.48K,3.79%
Dec 19,"1,555.20","1,493.80","1,541.30","1,493.80",0.67K,3.62%
Nov 19,"1,500.80","1,529.90","1,529.90","1,487.00",0.70K,-3.03%
Oct 19,"1,547.70","1,519.40","1,538.80","1,516.50",0.04K,2.77%
Sep 19,"1,506.00","1,575.80","1,575.80","1,536.70",0.01K,-3.49%
Aug 19,"1,560.40","1,450.20","1,582.40","1,450.20",0.01K,6.15%
Jul 19,"1,470.00","1,444.50","1,474.20","1,444.50",0.04K,1.36%
Jun 19,"1,450.30","1,373.10","1,422.60","1,373.10",0.02K,7.14%
May 19,"1,353.60","1,334.20","1,350.20","1,320.10",0.03K,0.98%
Apr 19,"1,340.40","1,342.70","1,363.90","1,323.80",0.07K,-0.74%
Mar 19,"1,350.40","1,350.00","1,368.20","1,342.20",0.19K,-1.81%
Feb 19,"1,375.30","1,382.60","1,388.00","1,374.00",0.30K,-0.63%
Jan 19,"1,384.00","1,351.80","1,377.60","1,351.80",0.28K,2.74%
Dec 18,"1,347.10","1,313.90","1,343.00","1,309.50",0.03K,4.21%
Nov 18,"1,292.70","1,289.70","1,289.70","1,289.70",0.15K,0.35%
Oct 18,"1,288.20","1,271.20","1,296.70","1,271.20",0.12K,1.54%
Sep 18,"1,268.70","1,266.10","1,271.90","1,260.00",0.10K,-0.70%
Aug 18,"1,277.70","1,308.00","1,308.00","1,265.80",0.07K,-2.45%
Jul 18,"1,309.80","1,327.00","1,327.00","1,301.90",0.12K,-2.52%
Jun 18,"1,343.70","1,392.40","1,392.40","1,353.70",0.03K,-3.68%
May 18,"1,395.00","1,413.50","1,413.50","1,405.30",0.10K,-1.70%
Apr 18,"1,419.10","1,460.10","1,460.10","1,442.00",0.02K,-0.48%
Mar 18,"1,426.00","1,433.40","1,433.40","1,433.40",0.01K,0.48%
Feb 18,"1,419.20","1,419.20","1,419.20","1,419.20",9.63K,-1.40%
Jan 18,"1,439.40","1,399.00","1,399.00","1,398.00",0.00K,3.41%
Dec 17,"1,391.90","1,327.60","1,372.10","1,327.60",0.08K,2.55%
Nov 17,"1,357.30","1,382.00","1,382.00","1,382.00",0.13K,0.71%
Oct 17,"1,347.70","1,353.30","1,382.00","1,351.70",0.01K,-0.73%
Sep 17,"1,357.60","1,406.60","1,406.60","1,367.30",0.15K,-2.23%
Aug 17,"1,388.50","1,326.40","1,393.70","1,326.40",0.01K,3.57%
Jul 17,"1,340.70","1,289.90","1,323.60","1,282.30",0.03K,2.03%
Jun 17,"1,314.00","1,342.80","1,342.80","1,313.70",0.01K,-2.56%
May 17,"1,348.50","1,326.90","1,340.00","1,303.20",0.06K,0.10%
Apr 17,"1,347.10","1,333.10","1,378.00","1,333.10",0.01K,1.30%
Mar 17,"1,329.80","1,307.60","1,344.00","1,294.00",0.09K,-0.34%
Feb 17,"1,334.30","1,289.00","1,323.90","1,289.00",0.05K,3.29%
Jan 17,"1,291.80","1,232.40","1,299.60","1,232.40",0.05K,4.64%
Dec 16,"1,234.50","1,236.70","1,239.00","1,236.70",0.02K,-0.31%
Nov 16,"1,238.40","1,334.00","1,334.00","1,334.00",0.16K,-7.15%
Oct 16,"1,333.70","1,333.70","1,333.70","1,333.70",0.00K,-2.68%
Sep 16,"1,370.40","1,386.70","1,386.70","1,378.00",0.31K,0.18%
Aug 16,"1,367.90","1,409.90","1,410.70","1,384.40",0.06K,-3.38%
Jul 16,"1,415.70","1,402.80","1,402.80","1,402.80",0.41K,2.96%
Jun 16,"1,375.00","1,375.00","1,375.00","1,375.00",0.06K,8.33%
May 16,"1,269.30","1,269.30","1,269.30","1,269.30",0.00K,-5.37%
Apr 16,"1,341.40","1,341.40","1,341.40","1,341.40",0.30K,4.72%
Mar 16,"1,280.90","1,304.00","1,304.00","1,269.70",0.01K,0.60%
