Time,Close,,,,,
Oct 08,120.33,164.21,165.04,110.61,-,-26.94%
Sep 08,164.69,184.69,189.37,164.22,-,-13.41%
Aug 08,190.19,199.54,200.74,183.09,-,-6.42%
Jul 08,203.24,216.51,223.17,199.49,-,-6.02%
Jun 08,216.26,204.35,217.56,202.62,-,4.63%
May 08,206.7,222.05,229.7,204.05,-,-6.93%
Apr 08,222.09,220.14,233.19,219.57,-,-1.57%
Mar 08,225.63,240.7,246.95,210.82,-,-4.76%
Feb 08,236.9,208.75,239.95,198.84,-,14.27%
Jan 08,207.31,191.11,208.13,189.23,-,9.00%
Dec 07,190.19,197.17,197.75,184.74,-,-4.82%
Nov 07,199.82,216.9,216.93,192.8,-,-7.82%
Oct 07,216.76,221.28,226.72,213.42,-,-2.17%
Sep 07,221.57,208.96,224.8,201.83,-,2.55%
Aug 07,216.07,231.14,232.69,199.09,-,-7.84%
Jul 07,234.44,234.42,244.68,228.42,-,1.14%
Jun 07,231.79,246.74,266.73,219.61,-,-5.32%
May 07,244.82,253.46,267.79,234.36,-,-3.34%
Apr 07,253.29,232.49,259.29,230.78,-,8.58%
Mar 07,233.28,225.13,233.39,210.28,-,5.29%
Feb 07,221.57,209.26,228.63,196.79,-,5.23%
Jan 07,210.55,209.16,218.92,196.06,-,-4.64%
Dec 06,220.79,227.09,237.87,216.4,-,-2.94%
Nov 06,227.47,226.77,232.84,211.14,-,0.27%
Oct 06,226.85,211.62,232.43,200.79,-,7.50%
Sep 06,211.03,209.53,219.99,196.08,-,0.83%
Aug 06,209.3,207.1,214.97,199.74,-,1.04%
Jul 06,207.15,195.1,217.46,188.04,-,5.96%
Jun 06,195.49,200.79,205.86,172.98,-,-5.56%
May 06,207,193.5,227.1,174.46,-,8.36%
Apr 06,191.03,162.04,197.86,159.39,-,21.75%
Mar 06,156.9,145.34,160.48,140.12,-,7.19%
Feb 06,146.38,150.98,155.99,137.88,-,-2.13%
Jan 06,149.56,134.36,150.11,134.14,-,11.29%
Dec 05,134.39,127.16,135.4,126.75,-,7.00%
Nov 05,125.6,115.06,126,113.67,-,8.94%
Oct 05,115.29,110.04,116.77,109.95,-,4.44%
Sep 05,110.39,109.6,112.54,104.59,-,1.53%
Aug 05,108.73,106.52,111.95,105.38,-,1.85%
Jul 05,106.76,100.9,107.44,98.65,-,5.98%
Jun 05,100.74,100.86,106.36,100.5,-,-0.66%
May 05,101.41,103.45,103.47,96.33,-,-1.42%
Apr 05,102.87,106.5,109.09,100.25,-,-4.64%
Mar 05,107.87,106.57,109.74,104.27,-,0.97%
Feb 05,106.83,100.27,108,91.02,-,5.75%
Jan 05,101.02,104.51,105.03,95.12,-,-2.83%
Dec 04,103.96,99.14,104.07,92.6,-,4.90%
Nov 04,99.1,93.21,100.06,92.42,-,4.90%
Oct 04,94.47,97.45,102.6,89.66,-,-4.34%
Sep 04,98.76,87.79,98.9,85.11,-,12.01%
Aug 04,88.17,90.01,91.29,86.29,-,-2.55%
Jul 04,90.48,88.47,92.44,86.51,-,1.86%
Jun 04,88.83,89.94,90.78,83.08,-,-0.45%
May 04,89.23,85.39,89.61,81.21,-,4.29%
Apr 04,85.56,94.61,95.66,83.82,-,-8.62%
Mar 04,93.63,95.58,96.27,88.7,-,-0.45%
Feb 04,94.05,94.05,94.05,94.05,-,8.32%
Jan 04,86.83,86.83,86.83,86.83,-,3.18%
Dec 03,84.15,84.15,84.15,84.15,-,13.85%
Nov 03,73.91,73.91,73.91,73.91,-,-1.65%
Oct 03,75.15,75.15,75.15,75.15,-,12.13%
Sep 03,67.02,67.02,67.02,67.02,-,1.18%
Aug 03,66.24,66.24,66.24,66.24,-,-2.04%
Jul 03,67.62,67.62,67.62,67.62,-,8.91%
Jun 03,62.09,62.09,62.09,62.09,-,-3.96%
May 03,64.65,64.65,64.65,64.65,-,5.76%
Apr 03,61.13,61.13,61.13,61.13,-,1.63%
Mar 03,60.15,60.15,60.15,60.15,-,-7.20%
Feb 03,64.82,64.82,64.82,64.82,-,-0.03%
Jan 03,64.84,64.84,64.84,64.84,-,9.47%
Dec 02,59.23,59.23,59.23,59.23,-,-4.70%
Nov 02,62.15,62.15,62.15,62.15,-,2.56%
Oct 02,60.6,60.6,60.6,60.6,-,7.26%
Sep 02,56.5,56.5,56.5,56.5,-,-3.12%
Aug 02,58.32,58.32,58.32,58.32,-,0.26%
Jul 02,58.17,58.17,58.17,58.17,-,-8.61%
Jun 02,63.65,63.65,63.65,63.65,-,0.82%
May 02,63.13,63.13,63.13,63.13,-,0.17%
Apr 02,63.02,63.02,63.02,63.02,-,-1.64%
Mar 02,64.07,64.07,64.07,64.07,-,3.86%
Feb 02,61.69,61.69,61.69,61.69,-,-0.31%
Jan 02,61.88,61.88,61.88,61.88,-,5.76%
Dec 01,58.51,58.51,58.51,58.51,-,-6.64%
Nov 01,62.67,62.67,62.67,62.67,-,14.13%
Oct 01,54.91,54.91,54.91,54.91,-,-4.72%
Sep 01,57.63,57.63,57.63,57.63,-,-6.29%
Aug 01,61.5,61.5,61.5,61.5,-,-1.60%
Jul 01,62.5,62.5,62.5,62.5,-,-4.71%
Jun 01,65.59,65.59,65.59,65.59,-,-6.10%
May 01,69.85,69.85,69.85,69.85,-,-1.61%
Apr 01,70.99,70.99,70.99,70.99,-,3.02%
Mar 01,68.91,68.91,68.91,68.91,-,-5.99%
Feb 01,73.3,73.3,73.3,73.3,-,-3.46%
Jan 01,75.93,75.93,75.93,75.93,-,1.86%
Dec 00,74.54,74.54,74.54,74.54,-,0.38%
Nov 00,74.26,74.26,74.26,74.26,-,0.05%
Oct 00,74.22,74.22,74.22,74.22,-,-7.84%
Sep 00,80.53,80.53,80.53,80.53,-,0.85%
Aug 00,79.85,79.85,79.85,79.85,-,2.60%
Jul 00,77.83,77.83,77.83,77.83,-,2.07%
Jun 00,76.25,76.25,76.25,76.25,-,1.34%
May 00,75.24,75.24,75.24,75.24,-,-1.23%
Apr 00,76.18,76.18,76.18,76.18,-,-1.96%
Mar 00,77.7,77.7,77.7,77.7,-,0.37%
Feb 00,77.41,77.41,77.41,77.41,-,-4.69%
Jan 00,81.22,81.22,81.22,81.22,-,-0.11%
Dec 99,81.31,81.31,81.31,81.31,-,5.31%
Nov 99,77.21,77.21,77.21,77.21,-,1.27%
Oct 99,76.24,76.24,76.24,76.24,-,-0.90%
Sep 99,76.93,76.93,76.93,76.93,-,3.03%
Aug 99,74.67,74.67,74.67,74.67,-,5.79%
Jul 99,70.58,70.58,70.58,70.58,-,1.16%
Jun 99,69.77,69.77,69.77,69.77,-,14.85%
May 99,60.75,60.75,60.75,60.75,-,-11.61%
Apr 99,68.73,68.73,68.73,68.73,-,12.23%
Mar 99,61.24,61.24,61.24,61.24,-,-0.46%
Feb 99,61.52,61.52,61.52,61.52,-,0.56%
Jan 99,61.18,61.18,61.18,61.18,-,-1.96%
Dec 98,62.4,62.4,62.4,62.4,-,-5.68%
Nov 98,66.16,66.16,66.16,66.16,-,-0.18%
Oct 98,66.28,66.28,66.28,66.28,-,-2.24%
Sep 98,67.8,67.8,67.8,67.8,-,-0.21%
Aug 98,67.94,67.94,67.94,67.94,-,-4.98%
Jul 98,71.5,71.5,71.5,71.5,-,2.74%
Jun 98,69.59,69.59,69.59,69.59,-,-5.79%
May 98,73.87,73.87,73.87,73.87,-,-6.82%
Apr 98,79.28,79.28,79.28,79.28,-,1.68%
Mar 98,77.97,77.97,77.97,77.97,-,1.72%
Feb 98,76.65,76.65,76.65,76.65,-,-4.22%
Jan 98,80.03,80.03,80.03,80.03,-,-0.92%
Dec 97,80.77,80.77,80.77,80.77,-,-5.27%
Nov 97,85.26,85.26,85.26,85.26,-,-5.24%
Oct 97,89.97,89.97,89.97,89.97,-,-5.02%
Sep 97,94.73,94.73,94.73,94.73,-,-2.00%
Aug 97,96.66,96.66,96.66,96.66,-,-4.19%
Jul 97,100.89,100.89,100.89,100.89,-,2.77%
Jun 97,98.17,98.17,98.17,98.17,-,-1.72%
May 97,99.89,99.89,99.89,99.89,-,2.84%
Apr 97,97.13,97.13,97.13,97.13,-,-1.11%
Mar 97,98.22,98.22,98.22,98.22,-,0.65%
Feb 97,97.59,97.59,97.59,97.59,-,6.20%
Jan 97,91.89,91.89,91.89,91.89,-,6.13%
Dec 96,86.58,86.58,86.58,86.58,-,-1.94%
Nov 96,88.29,88.29,88.29,88.29,-,7.49%
Oct 96,82.14,82.14,82.14,82.14,-,2.75%
Sep 96,79.94,79.94,79.94,79.94,-,-6.42%
Aug 96,85.42,85.42,85.42,85.42,-,1.82%
Jul 96,83.89,83.89,83.89,83.89,-,-0.17%
Jun 96,84.03,84.03,84.03,84.03,-,-10.16%
May 96,93.53,93.53,93.53,93.53,-,-2.52%
Apr 96,95.95,95.95,95.95,95.95,-,-0.67%
Mar 96,96.6,96.6,96.6,96.6,-,2.52%
Feb 96,94.23,94.23,94.23,94.23,-,-0.26%
Jan 96,94.48,94.48,94.48,94.48,-,-3.07%
Dec 95,97.47,97.47,97.47,97.47,-,-1.92%
Nov 95,99.38,99.38,99.38,99.38,-,1.15%
Oct 95,98.25,98.25,98.25,98.25,-,-3.46%
Sep 95,101.77,101.77,101.77,101.77,-,-0.65%
Aug 95,102.44,102.44,102.44,102.44,-,-2.01%
