Time,Close,Open,High,Low,,
Jan 91,"2,212.46","2,346.03","2,591.45","2,096.34",-,-9.39%
Dec 90,"2,441.68","2,449.49","2,502.15","2,283.57",-,-1.96%
Nov 90,"2,490.60","2,673.35","2,701.81","2,458.15",-,-6.56%
Oct 90,"2,665.57","2,735.24","2,864.40","2,436.64",-,-6.05%
Sep 90,"2,837.27","2,422.10","2,839.01","2,422.10",-,22.94%
Aug 90,"2,307.85","2,005.47","2,589.67","2,005.47",-,16.59%
Jul 90,"1,979.47","1,832.55","1,979.47","1,806.72",-,8.25%
Jun 90,"1,828.55","1,852.63","1,853.73","1,809.84",-,-1.55%
May 90,"1,857.30","1,893.11","1,926.04","1,857.30",-,-0.74%
Apr 90,"1,871.12","1,909.22","1,911.67","1,828.99",-,-1.05%
Mar 90,"1,890.95","1,848.15","1,898.11","1,842.73",-,0.73%
Feb 90,"1,877.21","1,880.80","1,908.52","1,860.54",-,-0.33%
Jan 90,"1,883.36","1,937.46","1,970.27","1,844.73",-,-0.44%
