Date,SP500_price,Cash
Sep-2015,1920.030029,0.00086
Oct-2015,2079.360107,-0.00193
Nov-2015,2080.409912,0.00219
Dec-2015,2043.939941,0.01016
Jan-2016,1940.23999,0.00604
Feb-2016,1932.22998,0.02013
Mar-2016,2059.73999,0.0205
Apr-2016,2065.300049,0.00695
May-2016,2096.949951,0.01286
Jun-2016,2098.860107,0.01942
Jul-2016,2173.600098,0.01891
Aug-2016,2170.949951,0.01823
Sep-2016,2168.27002,0.02159
Oct-2016,2126.149902,0.01574
Nov-2016,2198.810059,0.01404
Dec-2016,2238.830078,0.02534
Jan-2017,2278.870117,0.03658
Feb-2017,2363.639893,0.03636
Mar-2017,2362.719971,0.03358
Apr-2017,2384.199951,0.05435
May-2017,2411.800049,0.06379
Jun-2017,2423.409912,0.0615
Jul-2017,2470.300049,0.07241
Aug-2017,2471.649902,0.08501
Sep-2017,2519.360107,0.09415
Oct-2017,2575.26001,0.08541
Nov-2017,2584.840088,0.08282
Dec-2017,2673.610107,0.0883
Jan-2018,2823.810059,0.1122
Feb-2018,2713.830078,0.1104
Mar-2018,2640.870117,0.1174
Apr-2018,2648.050049,0.1433
May-2018,2705.27002,0.1404
Jun-2018,2718.370117,0.1356
Jul-2018,2816.290039,0.1619
Aug-2018,2901.52002,0.1626
Sep-2018,2913.97998,0.1506
Oct-2018,2711.73999,0.1892
Nov-2018,2760.169922,0.1777
Dec-2018,2506.850098,0.1923
Jan-2019,2704.100098,0.20526
Feb-2019,2784.48999,0.18341
Mar-2019,2834.399902,0.19214
Apr-2019,2945.830078,0.20917
May-2019,2752.060059,0.20542
Jun-2019,2941.76001,0.17926
Jul-2019,2980.379883,0.18506
Aug-2019,2926.459961,0.16489
Sep-2019,2976.73999,0.17685
Oct-2019,3037.560059,0.15225
Nov-2019,3140.97998,0.12285
Dec-2019,3230.780029,0.13843
