Time,Close,,,,,
Jul 12,289.97,271.84,294.07,270.86,-,6.47%
Jun 12,272.36,255.63,272.7,253.84,-,5.49%
May 12,258.18,282.91,284.98,258.16,-,-9.13%
Apr 12,284.12,285.47,289.69,275.41,-,-0.42%
Mar 12,285.33,297.14,298.84,281.04,-,-4.14%
Feb 12,297.64,290.87,300.91,288.07,-,2.70%
Jan 12,289.82,286.43,296.44,281.53,-,2.47%
Dec 11,282.83,294.09,296.42,273.76,-,-3.75%
Nov 11,293.84,294.39,303.14,283.89,-,-2.22%
Oct 11,300.51,281.31,304.25,277.56,-,6.62%
Sep 11,281.85,328.58,330.04,281.68,-,-14.73%
Aug 11,330.56,329.63,331.04,306.78,-,1.00%
Jul 11,327.29,314.02,334.74,313.18,-,2.96%
Jun 11,317.88,334.77,339.45,309.26,-,-5.04%
May 11,334.76,349.48,353.08,315,-,-5.06%
Apr 11,352.6,341.31,353.11,337.78,-,3.46%
Mar 11,340.8,335.48,342.74,316.67,-,2.06%
Feb 11,333.9,329.01,334.72,322.97,-,1.32%
Jan 11,329.56,328.48,329.74,316.17,-,1.00%
Dec 10,326.29,299.33,326.64,298.74,-,10.69%
Nov 10,294.78,298.52,317.07,286.4,-,-0.35%
Oct 10,295.83,282.17,297.18,277.19,-,4.98%
Sep 10,281.79,264.74,282.6,264.27,-,7.26%
Aug 10,262.71,272.35,278.03,257.63,-,-2.55%
Jul 10,269.57,250.53,269.66,247.77,-,6.77%
Jun 10,252.47,248.65,262.59,243.31,-,0.32%
May 10,251.67,270.82,271.73,243.68,-,-6.92%
Apr 10,270.39,267.38,275.72,266.45,-,1.94%
Mar 10,265.23,268.51,273.23,260.06,-,-1.24%
Feb 10,268.57,260.27,270.84,251.96,-,3.71%
Jan 10,258.95,284.81,291.18,258.49,-,-7.28%
Dec 09,279.28,275.1,283.3,263.56,-,1.98%
Nov 09,273.86,266.17,276.57,262.01,-,3.52%
Oct 09,264.55,253.76,279.99,246.32,-,3.28%
Sep 09,256.15,251.44,260.92,244.64,-,1.57%
Aug 09,252.18,260.4,266.98,248.38,-,-0.58%
Jul 09,253.66,248.22,253.83,225.82,-,3.23%
Jun 09,245.72,254.7,263.84,234.16,-,-1.90%
May 09,250.49,222.43,251.19,222.33,-,13.00%
